videopath,neg_caption,entailment
k600_val_cuoqBzkii1Q_000094_000104,A boxing player goes into the ring before a coach talks to him,0.0007095336914062
k600_val_CRmi8FHcYzg_000013_000023,A man is told to turn around and wave at the camera before he plays the slots in a casino,0.0004310607910156
k600_val_xni8jethSns_000035_000045,A baby is coughing so hard they are making themselves cry,0.07568359375
k600_val_cG73ujzOl4c_000124_000134,A screen shows links to websites before a man is playing a music instrument,0.0008049011230468
k600_val_vb2xI92nc8w_000042_000052,"A group of people demonstrate their skateboarding skills and tricks, then do their tricks and skills",0.0004310607910156
k600_val_1Mgl2fNpEuk_000060_000070,A guy stands and parasails across the sand going farther away after he jumps off the boat,0.009765625
k600_val_pvktE87ZtM8_000018_000028,In a studio a man and woman participate in a dance routine and then the woman switches partners,0.07568359375
k600_val_ZBUxFdHqJLA_000132_000142,"Two musicians, a sax and a drummer, play a song by the Beatles",0.1826171875
k600_val_ObMJEvErst4_000004_000014,"A man plays along to the tune of ""twinkle twinkle little star"" on a guitar.",0.07568359375
k600_val_5oWlli9Mzmc_000115_000125,A woman is watching her friend riding on a horse at a ranch,0.033203125
k600_val_XP1s-DidDDo_000032_000042,A man is feeding a black and white bird laying in his lap.,0.73046875
k600_val_mDdKhKaSsj8_000041_000051,"A man in a suit walks and takes the camera, then finishes drinking a bottle of alcohol",0.0013275146484375
k600_val_pj1OiSpSFI0_000022_000032,A man in a bar pretends to play the drums to a song and then sings,0.0002031326293945
tempo_videos_2125,the clouds start moving rapidly before they are still.,0.22265625
k600_val_zf-MCjZnnI4_000015_000025,"A young boy stands next to a fence and feeds weeds to a horned goat, then picks them",0.0140380859375
k600_val_KKIxDkna2GY_000061_000071,A forklift puts a stack of boxes on the back of a delivery truck then stops.,0.8515625
msr-vtt_TrainValVideo_video2254,a man talking while a man walks on a video game,0.62109375
k600_val_tqBpaKUA4IQ_000066_000076,A guy does other smoke tricks then blows several smoke rings,0.007568359375
k600_val_RMy4BTnlXl4_000003_000013,Several teenage couples practice slow dancing in a gymnasium with a teacher before the teacher leaves,0.0011672973632812
k600_val_8UvMXkNv7iw_000044_000054,A man opens an oyster before talking about where an oyster joins,0.0035858154296875
tempo_videos_3836,the camera pans to the left then to the right after the propeller stops and starts.,0.70703125
k600_val_eOsIGrDFuuw_000004_000014,Two men are in a room throwing a ball off of a wall back and forth.,0.796875
k600_val_kgKteZu0gcU_000143_000153,A young boy folding clothes with his family as a small stack of clothes falls after the boy folds a shirt,0.010986328125
msr-vtt_TrainValVideo_video3344,woman is drinking beer before she makes park with seasoning on it,0.06005859375
k600_val_x7GbY6qQgpk_000149_000159,A person with a mining cap swims through water in a cave.,0.46875
k600_val_7wAjuFeiQ10_000008_000018,A woman tosses her hair to music in front of the camera while laughing before dancing,0.0008049011230468
k600_val_DBOb1ZNzYfw_000026_000036,A little girl is smiling a brushing her teeth with a manual toothbrush.,0.376953125
msr-vtt_TrainValVideo_video2842,a man in an orange shirt describes a chart about the weather,0.0019378662109375
msr-vtt_TrainValVideo_video4065,a pop group performs a song without choreographed dance in times square,0.0419921875
tempo_videos_1024,The cameraman gives the bird a green snack before the bird comes into view,0.0019302368164062
tempo_videos_2487,the boy waves the yellow thing around before the girl falls,0.59375
k600_val_RKmcSDdJehg_000001_000011,"The toddler is holding a tissue that they use to wipe their face with, as the adults speak encouragingly.",0.89453125
k600_val_kpmIFXA8hpw_000312_000322,Man cutting christmas ribbon and talking to someone sitting on the couch.,0.796875
tempo_videos_2446,person in red vest moves out of frame to right before crowd is walking,0.119140625
msr-vtt_TrainValVideo_video572,a man in a wheel chair begins a lecture on the origins of the universe,0.119140625
msr-vtt_TrainValVideo_video4114,person is eating play doh,0.0179443359375
k600_val_zW0HD30lfcY_000010_000020,A young woman demonstrates how well her dog is trained by showing the dog's disobedience to her commands,0.0010299682617187
msr-vtt_TrainValVideo_video5882,a cook uses a fork to stir cooking meat in a black skillet to which she adds seasoning ingredients,0.3203125
k600_val_592x25apz0s_000011_000021,"A hand presses a pencil into a pencil sharpener attached to a drill, starts the drill and then shows the unsharpened pencil.",0.22265625
k600_val_sA3FAtCfxpw_000003_000013,A man is talking as another man starts dribbling and then walks onto an outdoor basketball court,0.0017013549804687
k600_val_az23qRS15Vs_000017_000027,A young boy with an American football throws it at another boy who catches it soundly before he walks slowly,0.0006256103515625
k600_val_eXBaVsma73Q_000301_000311,A man in a blue shirt plays the piano along to a song playing.,0.93359375
k600_val_I8fTDpNHrXk_000318_000328,Carrots and broccoli are stir fried in a cast iron frying pan.,0.8359375
k600_val_bNeM5wPAogQ_000000_000010,A person is trying to high jump but he lands on the pad then hits the pole,0.037353515625
k600_val_U99IOEerPLo_000002_000012,A young male is looking away while playing the piano.,0.26953125
msr-vtt_TrainValVideo_video5782,a volley ball athlete is showing her different photos of him and the matches she played before the matches,0.0179443359375
msr-vtt_TrainValVideo_video2201,A flower is shown then a star,0.010986328125
k600_val_Qv8artJCOzs_000007_000017,"A young girl in a karate uniform does hotscotch and then a man does it, people cheer for her",0.07568359375
msr-vtt_TrainValVideo_video1786,woman singing and family on the train before the train leaves,0.376953125
k600_val_Z3XphEQB8XU_000006_000016,"A boy playing a piano badly, first playing Jingle Bells which he does normally but out of tune and then being instructed to play Jingle Bells",0.0021820068359375
tempo_videos_1077,The man in black does the 'windmill' on the guitar after the boy in yellow claps,0.003173828125
k600_val_PRyz9prCYXA_000061_000071,"Man pulls leaf blower past large pile of leaves which blow onto girl walking on other side, then the man walks past the pile of leaves",0.0035858154296875
msr-vtt_TrainValVideo_video4890,a man is discussing men s fashion how it tends to be more fitted and tailored,0.73046875
msr-vtt_TrainValVideo_video5870,The man is ice skating during the diving,0.0849609375
k600_val_xQLZf-1ePZw_000029_000039,"A guy stands at different three-point lines shooting a basketball, and then he stands at the free throw line",0.010986328125
tempo_videos_3781,a woman stands in a doorway that has a pirate rug then the camera pans away and back to the woman,0.70703125
k600_val_SLJBlFHPinU_000356_000366,a woman wearing a hijab is speaking in a foreign language,0.953125
k600_val_lb310C8Xc8M_000111_000121,A young girl moves a real or plastic egg from one area into a bucket after two adults talk to her,0.0017013549804687
k600_val_fkLLmB7ui-4_000010_000020,Swimmers are taking off on a race before a whistle is blown,0.0028076171875
k600_val_zC-nr348kt8_000017_000027,"Two teams play kickball with each other in the middle of a field, then they leave the field",0.009765625
tempo_videos_3307,A man leaves a tip before the performer acts,0.0028076171875
k600_val_dxbshKHoP3Q_000003_000013,A man performs a triple jump in order to run at full speed,0.02294921875
msr-vtt_TrainValVideo_video7003,a man talks about his accomplishments,0.70703125
tempo_videos_5264,the child is being held then he looks down,0.4375
k600_val_iCa9879he4M_000000_000010,A young girl opens a present in front of her family after a boy excitedly watches her,0.0004310607910156
msr-vtt_TrainValVideo_video5240,a guy is taking net practice of base ball hitting,0.9140625
msr-vtt_TrainValVideo_video5566,Many people state that the insides of the can on the table smell wonderful and they can bear it,0.076171875
k600_val_lpdvHS93yoo_000110_000120,A man holding a badmenton racket is playing with a dog.,0.81640625
tempo_videos_10077,a person is drawing a picture,0.46875
k600_val_51BxyRNgLZM_000091_000101,People are cheering before a group of yachts are racing into a harbor,0.0009117126464843
k600_val_b93temER0UA_000199_000209,A man and woman are laughing while he tries to wax her back,0.007568359375
msr-vtt_TrainValVideo_video1857,a wrestler is booed by the crowd,0.4375
k600_val_C0J6EQYYLzI_000000_000010,A young girl blows out birthday candles before people sing happy birthday,0.0015029907226562
k600_val_WIV00PoMxPk_000115_000125,"A little girl is watering with a hose and when a man talks to her, she waves him and tells him to be quiet, then the man talks to her",0.0003795623779296
msr-vtt_TrainValVideo_video4226,a child put together legos and gears to make a toy car before a toy car,0.012451171875
tempo_videos_7871,the screen is black then it shows snowmen and christmas lights.,0.94140625
msr-vtt_TrainValVideo_video2186,some women in bikinis drive a tiny car,0.8359375
k600_val_HLmlw-2TBtA_000005_000015,a teenager and an old lady playing the piano in a musical concert,0.1640625
k600_val_m6nV674M9tI_000156_000166,"People do the popular dance ""The Macerna"" together at a wedding.",0.1640625
msr-vtt_TrainValVideo_video114,A woman is explaining a dance with a group of backup dancers before the dancers perform,0.0013275146484375
msr-vtt_TrainValVideo_video5091,an expert chef makes a human face shape in a big bowl,0.4375
k600_val_A3yC6hwhcJc_000001_000011,A man is brushing the hair of a small baby while he is crying,0.5
k600_val_Ry2JqmHNXfI_000014_000024,A boy checks his answers with a machine before learning how to count money,0.0002307891845703
k600_val_UkFH8Io4Kfs_000009_000019,"A young child is getting help from her mother to pull an apple from a tree, then the child gets the apple",0.002471923828125
k600_val_NCtNytbP5Sc_000241_000251,"A man uses a device to bend a thin, square sheet of metal.",0.3203125
k600_val_-o0JCIfoeqs_000084_000094,A young boy is petting a rabbit and someone asks the boy if he wants to touch it,0.26953125
k600_val_VkcsCKI4PUM_000028_000038,A nurse folds a bed pad in half and places it on a patients floor.,0.0260009765625
tempo_videos_5582,the light goes out after it is dark,0.34765625
tempo_videos_7369,a person runs in from the right after lots of bikes rounded a corner,0.59375
k600_val_fv66jtkLaTg_000020_000030,An artist painting a picture of a man on a piece of wood.,0.73046875
k600_val_HtnbtOT-qdg_000013_000023,A father speaking to his son about a snowman they built in the yard after his son built a snowman,0.0002307891845703
k600_val_1TsRyQOyURA_000000_000010,The groundskeeper appears to be the center of attention as he cleans the field for rodeo participants.,0.8515625
k600_val_6upiCskGTX8_000000_000010,A man was holding the handle and the bull moves in different direction before sitting on the duplicate bull on the show,0.1640625
msr-vtt_TrainValVideo_video733,a woman and daughter discussing their car collection,0.002471923828125
k600_val_eB0FHStPSHo_000248_000258,A boy tries to spray blue paint on one part of a piece of cloth.,0.3203125
k600_val_vnMU6WrkwaA_000028_000038,Infant in a crib wrapped in a blanket and sleeping.  This video stopped at .03.,0.46875
k600_val_F4ib2yyQ4Zc_000000_000010,A man at a concert crowd surfs while the band stops playing,0.004058837890625
msr-vtt_TrainValVideo_video539,a landscape of flowers is shown after instrumental piano music plays,0.012451171875
k600_val_OHI52CZsOcI_000043_000053,A man is drying a large quantity of dishes in a small sink,0.0673828125
k600_val_Re9Ek656Ka8_000021_000031,A man is shown falling asleep holding a newspaper and then shaking it,0.0203857421875
msr-vtt_TrainValVideo_video3642,a man talks about a man on stage,0.0849609375
tempo_videos_846,a crowd in front of building stands still after a man can be seen raising his arms,0.46875
msr-vtt_TrainValVideo_video1979,A male sings a song before a pretty girl with black hair is shown,0.0013275146484375
k600_val_o9kGXRH9pAM_000062_000072,"Someone is looking on from a great height as a crane holds an elevated cage in position, then the crane lowers the cage",0.02294921875
k600_val_Mv0sYuwaFXU_000001_000011,A demonstration of a move called a squat snatch by a man lifting light weights.,0.053466796875
msr-vtt_TrainValVideo_video219,a man watching video games,0.09521484375
k600_val_PBnuCr-PW3c_000027_000037,Dogs pulling a sled in the snow while an adult and a child yells out commands before the dogs start pulling the sled,0.0010299682617187
k600_val_3oXGmrPkwKk_000008_000018,A man in a gymnasium is on a tightrope doing a handstand,0.34765625
k600_val_kSbjNPRfwKA_000012_000022,A young woman wearing sunglasses dances with her friend to a tinny recording of The Macarena.,0.5
k600_val_g6ijV9r7G6Q_000000_000010,A woman passes the view over to a boy that is describing the weather in Trinidad before describing the weather in Trinidad,0.0006256103515625
k600_val_vYfm8bO--TM_000004_000014,A little boy practices his penmanship on a blank sheet of paper.,0.8671875
msr-vtt_TrainValVideo_video4738,a girl is dancing on a stage in front of a crowd,0.75390625
k600_val_I2fIt-Uun5k_000148_000158,a group of children dance together as they all start dancing in different outfits in a dance studio,0.3203125
k600_val_AIjIa5huDVE_000012_000022,A man is shown running a tightrope from tree to tree while people walk past.,0.59375
msr-vtt_TrainValVideo_video2119,People are speaking in spanish and then play a game,0.0002298355102539
k600_val_n89Vt1KieGw_000003_000013,A man has a volley with a female opponent and then serves a tennis ball,0.0035858154296875
msr-vtt_TrainValVideo_video3244,the camera is showing a man in glasses preparing to speak and then flies through space,0.033203125
tempo_videos_4738,a cat plays on the stairs before running across the room to jump in a box.,0.8359375
msr-vtt_TrainValVideo_video6318,a person is wrapping some toys,0.75390625
k600_val_Z6kLZSXB5vE_000003_000013,A man sits on a table as a woman applies cold wax to his legs in front of a crowd.,0.06005859375
msr-vtt_TrainValVideo_video6890,a box filled with toys,0.2021484375
k600_val_AK-ShBWyXYI_000102_000112,A group of people in a ballroom swinging to a contemporary music before dancing,0.0006256103515625
k600_val_8iWfa8K6q9k_000007_000017,"At an outdoor event, thousands of fans are cheering on the performers on the stage before the performers arrive",0.0002031326293945
k600_val_9Rt2EMsYXXQ_000002_000012,A young man runs an tosses a football at a young woman who catches it before a whistle is blown,0.009765625
k600_val_2Lvdc3CsrP0_000068_000078,a dark recording where a group of people play monopoly together as they take turns eating,0.007568359375
k600_val_bfxnPKpbk6s_000001_000011,A little boy is bringing laundry to a woman to put in a dryer before he walks back and forth,0.0005531311035156
k600_val_DOfcxkAM9Y0_000006_000016,A dad and boy are watching a snowman while the mom builds it,0.0035858154296875
k600_val_eOW-hkeWbGo_000036_000046,A person is laughing at a baby and the baby is talking,0.0027923583984375
k600_val_vz99COsaL5w_000005_000015,A little boy is hitting a piece of fire wood with a hammer while another person is adding firewood to the stack along the wall.,0.4375
k600_val_lQaOi2JoAZE_000011_000021,Two men move and gesticulate as they play two guitars.,0.8671875
k600_val_tdSy9IyaaEc_000136_000146,A group of people are playing and a boy lands on the ground and hits a ball over a net,0.06005859375
k600_val_vQkO2pJYorg_000008_000018,A baby joyfully throwing around a toy while being recorded,0.3203125
k600_val_YB1G5lQRuPA_000007_000017,Two men are using leafblowers to clear the snow.,0.1328125
k600_val_7l4CnJ9CRzA_000056_000066,A person throws a bar bell onto the ground before holding it,0.0019378662109375
k600_val_-eq5-ZoYv4Y_000006_000016,A competitor performs a pole vault as an announcer describes the conditions,0.3203125
k600_val_bWeyTDutG2U_000159_000169,A person throwing hand crafted cards for some reason.,0.0260009765625
msr-vtt_TrainValVideo_video2561,a fire is burning in the woods by a tent and a voice is explaining what wood to use to build it after the fire is built,0.0028076171875
k600_val_ww2VN0TFWu8_000018_000028,A person was riding a horse and it fell over one of the hurdles,0.8515625
k600_val_--7VUM9MKg4_000136_000146,A man stops to adjust the camera before playing a brief note on their saxophone,0.0008049011230468
msr-vtt_TrainValVideo_video6025,a man playing a third person shooter,0.62109375
k600_val_TDcpVQ1U5ho_000016_000026,A man cleans a gutter from the ground before he uses a pressure washer to clean a gutter from the roof,0.0013275146484375
k600_val_VycW7u6k0fY_000019_000029,A person walks over to a dumpster and finds someones homework before seeing trash bags,0.0027923583984375
tempo_videos_10735,the animal runs to the right before a woman with white shirt comes into view,0.5625
msr-vtt_TrainValVideo_video6323,Someone is talking about iron in a food before showing some iron in a food,0.0009117126464843
k600_val_LfpKbpeOHMU_000100_000110,people are yelling and booing there team on in a sport game.,0.06005859375
k600_val_HLfyetIn9aw_000012_000022,A little kid opens a turtle toy for a present and the little girl next to him is not excited.,0.06005859375
k600_val_kDuAS29BCwk_000003_000013,The person holding an axe swings it in an attempt to hit a tree stump and hits it.,0.2451171875
k600_val_BzzrVcebRsY_000007_000017,A person continued felting and then trimmed some strands out of the felted doll,0.053466796875
k600_val_YksL9pae3Fg_000004_000014,A group of women are running by a crowd when one kisses a bystander and then stops,0.0140380859375
k600_val_AeyiXpLGUs4_000036_000046,A woman is seated at an organ bench while singing a tune.,0.376953125
k600_val_MFaVqIhdvlM_000062_000072,A kid is in the zoo watching some animals and he seems scared and then he is running away from the animals,0.002471923828125
k600_val_9vOxThR8gns_000013_000023,A woman is clapping with the rest of the audience in a large theater before she cries,0.0002307891845703
k600_val_oop51CM3qzs_000063_000073,The man is pumping air into the balloon after he prepares for the party in the room,0.0003795623779296
msr-vtt_TrainValVideo_video264,a woman in a black t-shirt and shorts is resting in a gym with different weights,0.65234375
k600_val_agWWR8gRGzg_000064_000074,A lot of men are on the hallway as they impatiently for the game to start.,0.9140625
tempo_videos_2683,the camera zooms back out and then immediately zooms in,0.0673828125
k600_val_rlDGXO3KwO4_000001_000011,"A man introduces a young man to a crowd, who then proceeds to play the piano",0.012451171875
k600_val_AzLMpbfDa8E_000043_000053,People mountain bike in the snow after rock music plays,0.0002307891845703
k600_val_u959kyRLWdQ_000239_000249,A person covering a pot of beans then adding sausage to it,0.4375
k600_val_6BnPsFztb5U_000044_000054,A person participates in bullseye target practice with an axe and announcer speaking in the background before the axe is thrown,0.0008049011230468
msr-vtt_TrainValVideo_video2565,Many people are on stage discussing something in front of an audience before talking in a foreign language,0.0002031326293945
k600_val_kUm2TCdpOTM_000038_000048,A child laughs when ever someone on camera makes a noise,0.59375
k600_val_eVOwQGj0ImI_000464_000474,A tennis player tried to hit a ball but hit it and the game continued,0.2451171875
k600_val_I0WCABhRycU_000042_000052,A crowd cheers the woman on before she sits on a mechanical bull,0.0010299682617187
tempo_videos_748,the girl dances with the man before walking back into frame,0.62109375
k600_val_0gaRGt1Ppqg_000861_000871,"A girl is sitting next to a boy who is playing the piano along with a girl and her big violin, and then a girl is playing the piano along with a boy and his big violin",0.0028076171875
msr-vtt_TrainValVideo_video2665,former students give low praises to the school they have graduated from,0.0203857421875
k600_val_Dy893TGfR-8_000029_000039,A man kisses his partner and then puts a ring on her hand,0.0179443359375
k600_val_mxc3CJjrYTI_000000_000010,A young child in a swing encourages a woman while a woman waves,0.007568359375
k600_val_rB1RxMFJXWY_000071_000081,A woman is talking about people she worked on a project with to a group of friends.,0.1484375
tempo_videos_1009,Cat decides to stop and leave the food before eating from bowl,0.002471923828125
msr-vtt_TrainValVideo_video6697,A white dress player misses the ball and black dress player hits it,0.119140625
k600_val_zoSY1SpTrCc_000000_000010,A man is talking while eating in a gym on a machine.,0.8515625
k600_val_qs9bBVLMV10_000001_000011,"During a baseball game, a catcher throws the ball and then catches it back from the pitcher",0.00592041015625
msr-vtt_TrainValVideo_video6466,michael caine is working with another british actor before he is talking to an interviewer,0.0179443359375
tempo_videos_7318,the person sprays the back of the dog before it drops into the tub.,0.8671875
k600_val_UQJGZtvksOE_000368_000378,A hispanic boy doodles on notebook paper before he describes his pencil doodles,0.0019378662109375
k600_val_iUti4a-Iu84_000135_000145,A woman is applying wax and a waxing strip to her right eyebrow before she removes the wax,0.0140380859375
msr-vtt_TrainValVideo_video657,a blonde woman in a pink shirt is discussing her tv show preferences and her reactions to series finishing after she has finished watching a series,0.002471923828125
msr-vtt_TrainValVideo_video1067,a video of a person tearing white paper,0.81640625
k600_val_a-QGSPF75-4_000022_000032,"A team of adults curling start walking back, and then sweep the ice in front of the rock as it travels",0.010986328125
msr-vtt_TrainValVideo_video5163,the cartoon characters went to the restroom after making music,0.07568359375
tempo_videos_6173,"the person is communicating with the camera's operator, then begins making funny expressions.",0.93359375
k600_val_aSnPL3rlI10_000011_000021,A man wraps the table and box in padded plastic before using a knife to cut a cardboard box that holds a table,0.0010299682617187
k600_val_--SrV9bGzRA_000197_000207,A skier bobs and weaves their skis through path obstacles uphill,0.294921875
k600_val_Sff3YVASTkA_000125_000135,A surfer finds the big wave after paddling around,0.006683349609375
k600_val_b1CJiW3ebP0_000015_000025,A teenage boy is explaining how another one had already been cut before standing on a stumpy tree,0.0010299682617187
tempo_videos_10400,dice are rolled before a person cuts their leg.,0.5625
k600_val_ySHwqmjTdDs_000224_000234,A group of people are singing a song in front of a group.,0.77734375
k600_val_7RcSc7Yo5-4_000292_000302,A man wearing a flannel and cowboy hat is singing to country music.,0.8671875
msr-vtt_TrainValVideo_video419,a pair of movie reviewers talk about a famous movie based on a movie,0.2021484375
k600_val_gECUg9raoCE_000015_000025,People are jumping on hoverboards in a skating rink with colored spotlights shining.,0.62109375
msr-vtt_TrainValVideo_video2260,a man in short red shorts tosses jalapenos into a bowl of nachos before throwing them through a tiny basketball hoop,0.2021484375
k600_val_9XrEo3xy5pw_000178_000188,"A drummer and a guitar player play on a stage to a crowd, then the crowd leaves.",0.0849609375
tempo_videos_4870,the woman walks over to another table after leaning over to gently grab an object.,0.796875
k600_val_sQtNt7znN98_000151_000161,A baby gives their mom a haircut while their mom sits in a highchair,0.007568359375
k600_val_Fz16t9SrF3U_000080_000090,People are booing at the baseball players on the field.,0.1328125
k600_val_NHysKK0dtQo_000029_000039,A very little boy is playing with his toy and his cat,0.04736328125
k600_val_xxBx1jv--ks_000058_000068,Drumbeat in background as very blurry hands seem to clap in unison.,0.8515625
msr-vtt_TrainValVideo_video1894,an animated man heads off to work and then feeds the dog,0.07568359375
k600_val_PLXjMPoLeKc_000001_000011,A girl dives backwards in to an applause then bounces on a diving board,0.0010299682617187
k600_val_OOwJk-U1dPI_000008_000018,A young man is in a wheelchair in a grocery store being helped by others.,0.9453125
tempo_videos_2549,A woman is walking down the street after a red car passes,0.07568359375
k600_val_CeYbQX8Q-ao_000081_000091,A man is shown working on computer equipment using ice and tweezers.,0.53125
k600_val_Q6JGXBJFfP4_000060_000070,A girl kicks a soccer ball to a man who then kicks it,0.04736328125
tempo_videos_8244,the camera pans right slightly then pans right drastically.,0.53125
k600_val_vM5QWIs2X5k_000011_000021,"A lady mounts a small white horse who then starts to trot real fast into the stable as another woman in the background and the the rider laugh, and then the lady gets off the horse",0.0035858154296875
msr-vtt_TrainValVideo_video1576,A woman is talking into a microphone before balad-style music plays,0.0017013549804687
k600_val_cUm3tEfYd44_000375_000385,man wraps an ace bandage around a man's leg before going to wrap a woman's leg,0.1064453125
k600_val_8Jtk1prCKXs_000001_000011,A little girl lets go of a cart in a crowd of people and pushing it,0.004608154296875
k600_val_BHsEDv0MZeI_000522_000532,A girl is performing her dance routine to music.,0.796875
tempo_videos_4159,the seagull takes a few steps after stopping,0.70703125
msr-vtt_TrainValVideo_video4108,a robot is leaving a hall talking to a person,0.376953125
k600_val_wvv5BQBumH0_000391_000401,A referee blows the whistle and they start to wrestle before he talks to two people on a wrestling mat,0.0001792907714843
k600_val_jvm2lptU73c_000244_000254,A man tosses a red frisbee and then a yellow frisbee is seen landing,0.1328125
msr-vtt_TrainValVideo_video1445,a woman has defied the odds and has lost millions,0.02294921875
k600_val_Cs8Y14ZDigU_000085_000095,The little boy is playing a nice fast song on the piano all by himself.,0.73046875
msr-vtt_TrainValVideo_video2146,a cartoon character runs along the sidewalk with her monkey and then eats an apple,0.07568359375
k600_val_NhookIisNLk_000049_000059,Hundreds of people from the Somali community reward scholarships to deserving students before gathering together,0.0001401901245117
k600_val_0izHmkz6LfI_000007_000017,Worker uses soldering tool which creates circle of bright light and inward sparks.,0.62109375
k600_val_dHozauB5PzI_000144_000154,A man is giving tips on how to clean a car properly.,0.87890625
k600_val_2erItpINx0w_000066_000076,Nails are being painted with a brush after a song is played,0.0005531311035156
msr-vtt_TrainValVideo_video5626,A woman is showing her facial kit and showing how to use face brush after using face brush,0.0009117126464843
msr-vtt_TrainValVideo_video2721,a beauty guru girl is applying bronzer with a fan brush to the apples of her cheeks,0.81640625
msr-vtt_TrainValVideo_video4266,a band playing and singing on a stage with lights off in the background,0.73046875
k600_val_Mi3A7x-oUeE_000001_000011,A young man blows smoke rings out of his mouth before smoking from a pipe,0.0009117126464843
k600_val_sy1gwWDxZXA_000057_000067,A man on skis being pulled by a boat lets go of one hand several times and then grabs the rope,0.0260009765625
k600_val_juJupTo9uDg_000047_000057,A man driving a speedboat with people swimming with the parachute attached to it.,0.4375
msr-vtt_TrainValVideo_video446,a family watches a fishing outing,0.1328125
tempo_videos_5522,the camera pans away from a crowd before showing a group of dancing people,0.2021484375
msr-vtt_TrainValVideo_video4550,a car with eyes is driving in a straight line in a cartoon,0.5625
msr-vtt_TrainValVideo_video1235,lego objects of sponge bob are shown fighting each other,0.62109375
tempo_videos_2410,the hand with the butterfly toy is lifted into air then withdraws on the floor,0.65234375
tempo_videos_3067,people stay in the water before it begins closest to the camera,0.53125
k600_val_DyUa2dEY5Kk_000002_000012,Kid aims his frisbee at a target on a snowy field and hits it,0.376953125
k600_val_IRppx8kfVlA_000006_000016,A baby boy grabs a hand full of frosting from a cupcake and eats it while people are talking in the background about it and then the people watch,0.0005531311035156
k600_val_agWWR8gRGzg_000064_000074,A man speaking to the camera introduces all of his enemies.,0.033203125
k600_val_aYSMr16mkrc_000002_000012,Two people are in a boat fishing when the adult gets a bite.,0.40625
k600_val_vjNrBu1ECTA_000006_000016,A boy is able to successfully do front flips and lands all of the perfectly.,0.75390625
k600_val_teFC5zq-SQk_000126_000136,"A lacrosse player runs away from the net before scoring a goal, then play resumes at a game in a filled stadium as announcers speak",0.0035858154296875
msr-vtt_TrainValVideo_video4741,Some bloopers from the thor movie after the movie,0.00592041015625
k600_val_-5klnjYyA6o_000002_000012,The football player ran the football away from the other team.,0.0673828125
msr-vtt_TrainValVideo_video828,a fisher price cartoon shows a monkey and a dog with a golf ball,0.1826171875
k600_val_dbwTafWT3zY_000667_000677,A man with safety glasses is painting a piece of furniture.,0.6796875
k600_val_3rzLqKZCLNw_000034_000044,People perform a play on a lit stage in a dark room.,0.70703125
msr-vtt_TrainValVideo_video4176,Some girls try to make it across a pool of possibly oatmeal and then jump in,0.002471923828125
msr-vtt_TrainValVideo_video279,some man s are swimming in a swimming pool for fun,0.07568359375
k600_val_qbcDX2dxYLw_000053_000063,A female doing exercise (sit ups) with her legs on a big blue ball,0.408203125
k600_val_sFUaHKLtnCY_000067_000077,A teenage boy hits the cymbals to end it and then completes a fill before playing a drum kit,0.00048828125
k600_val_VfycFDW7s3A_000144_000154,A man speaking from a podium with a microphone addresses a quiet crowd at a meeting.,0.1640625
k600_val_QhWJ4lNowjU_000253_000263,"In a kitchen a person cooked food with cooking panel, and it hold it with a metal spoon.",0.5625
msr-vtt_TrainValVideo_video3397,a woman is cooking chopped seasoned potatoes before talking about seasoning and cooking chopped seasoned potatoes,0.006683349609375
msr-vtt_TrainValVideo_video4130,there s a person watching spongebob with a tool,0.2451171875
msr-vtt_TrainValVideo_video3237,a man eating a vegtable soup in a big bowl,0.75390625
k600_val_4ccRIizwgY4_000013_000023,a kid puts an egg to another plate and then puts it in a bottle,0.0015029907226562
k600_val_edbczrXeEOk_000041_000051,"A man does a reverse somersault into the water, then jumps on a diving board",0.0010299682617187
k600_val_NAqrwQ54ptY_000028_000038,A person is using a machine to put paint on part of a car.,0.408203125
msr-vtt_TrainValVideo_video290,a man talks about cooking using microwaves before standing next to a screen,0.00860595703125
k600_val_kLz1MejP66g_000024_000034,A group of women are practicing baseball on a field.,0.62109375
k600_val_Qc0LTe6JEDw_000002_000012,A man demonstrates how to eat a pineapple while explaining his actions.,0.0008049011230468
tempo_videos_10345,the camera slowly pans to the right before the pan blows in his hands to cool them.,0.77734375
k600_val_xdYC2-249K8_000065_000075,A woman is rubbing hair dye off her face while her hair is still wet,0.2451171875
k600_val_YlByH0-qRLM_000017_000027,A man is seated on a bridge of rocks and the camera pans around to show us the surrounding and then returning to the man who is now seated on the bridge of rocks.,0.6796875
tempo_videos_7235,a runner wearing blue and white walks by after a lone runner wearing red and green runs by.,0.26953125
k600_val_vKjle-3jKTE_000035_000045,A young woman sitting in a room with a lot of people listens to the video camera.,0.119140625
msr-vtt_TrainValVideo_video3089,tom jones performs on tv,0.94140625
k600_val_2vxXAmap6GU_000018_000028,A boy is washing his face thoroughly with soap and water.,0.9453125
msr-vtt_TrainValVideo_video171,there is a woman talking about a movie,0.73046875
k600_val_E65c6MfwGvY_000000_000010,Weather forecaster is describing ocean temperatures before standing in front of a beach scene and weather map,0.0008049011230468
k600_val_UQJGZtvksOE_000368_000378,A person is talking in a foreign language after drawing pictures of simple faces,0.0002613067626953
k600_val_7REDW12JLyM_000048_000058,"A little girl is being held by her mother as she blows out candles on her birthday cake, and her mother is singing happy birthday",0.012451171875
